ENDSVILLE400_0001	ながしぎりがかんぜんにはいれば、でばふのこうかがふよされる。
SHORT800_2_2381	こうそうが、ぽぐれぶにゃくをしどうした。
SHORT800_2_2382	ふぇへーるが、かがみびらきでもちをたべたって？
SHORT800_2_2383	むぼうなてーまだと、れびゅーでりじぇくとされた。
SHORT800_2_2384	しゃうみゃーんにかんこくされ、しょくをじした。
SHORT800_2_2385	ねむろかいきょうで、でぇうわしろしゃちをみた。
SHORT800_2_2386	きょんふぁのなめらかなはなしぶりが、しらじらしい。
SHORT800_2_2387	りゃんくぁんわ、ぼごのおんいんをじゅくちしている。
SHORT800_2_2388	あのひ、すくぅとうみほおずきをならした。
SHORT800_2_2389	しゅうまつわ、むりょうでじょにーうぉーかーをふるまう。
SHORT800_2_2390	ぽるてゅがるのうたに、ことだまがやどる。
SHORT800_2_2391	ちもふぇーいぇう゛ぃちのしんきょうがよめぬ。
SHORT800_2_2392	でぃふぉさまがくうふくなので、ちそうをよういせい。
SHORT800_2_2393	うぇっつぇるをえがくため、えのぐをとく。
SHORT800_2_2394	じゅえりーをちぇるにゃーごにおくる。
SHORT800_2_2395	う゛らせにつぁで、ふとふあんにかられた。
SHORT800_2_2396	しょうじょうじゃくめつのいみがわからぬ。
SHORT800_2_2397	ぴごっとわ、かいこをみてぎょうてんした。
SHORT800_2_2398	じばんしぃに、こんぺきのしょっきがあるといいな。
SHORT800_2_2399	ばるひぇっととこはんをさんぽする。
SHORT800_2_2400	どしゃぶりにさらされたぎょふぁと、ひばちをかこむ。
SHORT800_3_2401	う゛ぁすぃーりょう゛ぃちゅわ、わいたゆでやめちゃをいれてます。
SHORT800_3_2402	う゛ぇにゃみんのさいようわ、ひちゅうのひです。
SHORT800_3_2403	たまねぎとらでぃっしゅわ、あいしょうばつぐんです。
SHORT800_3_2404	ぴぇーとぅるそんわ、なまりだまなどおそれません。
SHORT800_3_2405	りゃぼふわ、ようつうになやまされてます。
SHORT800_3_2406	う゛うぉとこう゛ぃつさん、たくはつにいきましょ？
SHORT800_3_2407	ふくつのよろいなら、ひょろひょろのみでもへいきね。
SHORT800_3_2408	ひゅーわ、なんどをものおきにしてます。
SHORT800_3_2409	みひぇるふぇるとわ、なわしろがほうふです。
SHORT800_3_2410	じついんをわすれ、いぇれみーすわてぶらです。
SHORT800_3_2411	べりゃーえふのふるーとが、へやになりひびきます。
SHORT800_3_2412	えずぃずぃとふぃろわ、じゅくせいのそうへきです。
SHORT800_3_2413	ふぃしぇるわ、せきちゅうにびょうきがあります。
SHORT800_3_2414	ぎゃんぶるでまけるびじょんがしみつきました。
SHORT800_3_2415	あっすぃーずぃでえいごがつうじるか、わかりません。
SHORT800_3_2416	かみをゆって、ちゃいてゃにまいりましょう。
SHORT800_3_2417	おじぇわ、つぉちぇんでのけっていにあわせるでしょう。
SHORT800_3_2418	ぷらむでゃが、かきをつくります。
SHORT800_3_2419	ぐぁくわ、まどのつゆをみています。
SHORT800_3_2420	んぜおぐぅとぶようをみましょう。
SHORT800_3_2421	きゅうけつきをふぉふぁながたおします。
SHORT800_3_2422	ぐぃえんのちゅうきでたすかりました。
SHORT800_3_2423	きゃしでぃが、しょうしょぎぞうざいですって。
SHORT800_3_2424	ぎゃぶこわびざをしゅとくしました。
SHORT800_3_2425	ぐぇっりーにが、ふぇれっとをしいくしたがってます。
SHORT800_3_2426	こんめっつぁどぅーらのえんかくに、ちゅうもくします。
SHORT800_3_2427	てふだのわがれぴゅにっとです。
SHORT800_3_2428	ほときぇう゛ぃちわ、しょくよくおうせいですね。
SHORT800_3_2429	ぱぶりゅちぇんこわが、ごぼうをこまかくきざみます。
SHORT800_3_2430	ぐろーしぇふわ、でょねにばせいをあびせました。
SHORT800_3_2431	ぬらりひょんをいめーじした、ぎたーきょくのがくふです。
SHORT800_3_2432	ろう゛ぇんつぇに、ほうがんなげのめだりすとがいます。
SHORT800_3_2433	うれいごとがあるならぜひごそうだんを。
SHORT800_3_2434	ててょなら、ぼくとかぶきをみてました。
SHORT800_3_2435	うぉらうぃがにがてでも、じゃけんにしないでくださいね。
SHORT800_3_2436	れがしぃがいやってわけじゃないのです。
SHORT800_3_2437	ひりきなうぃうぃしっとが、きをぎこぎこきってます。
SHORT800_3_2438	らんぱくにこだわったへるしーなめにゅーですね。
SHORT800_3_2439	くぇぬえきにわ、かげのふぃくさーがいます。
SHORT800_3_2440	ふぇとひいぇのことわ、ぼうきゃくしました。
SHORT800_3_2441	いぇらう゛ぃっちにかるぱっちょをわたしてください。
SHORT800_3_2442	ぱううぇいでのたいせいわ、みゅなのほまれでしょう。
SHORT800_3_2443	しぇみゃきなわ、はりのむしろにすわるきもちでしょう。
SHORT800_3_2444	とのとしょうぎについて、さんじかんかたりました。
SHORT800_3_2445	ぷれう゛ぉがみかたならたのもしいです。
SHORT800_3_2446	すぴっひゃーが、ていしょくをえました。
SHORT800_3_2447	あにぇーぜとでぃにゅわ、おなじあなのむじなです。
SHORT800_3_2448	そじゃわくちべたですからねー。
SHORT800_3_2449	うぃるまちゃん、すえながくおしあわせに。
SHORT800_3_2450	でぇぜう゛すかがわで、じぎょうをとげました。
SHORT800_3_2451	きどをちょうせいし、うぇざーにゅーすをみましょう。
SHORT800_3_2452	じゅうにがつようかわ、かどれつぉう゛ぁーのたんじょうびです。
SHORT800_3_2453	くぉーてぃあーのがっこうわ、がっきゅうへいさです。
SHORT800_3_2454	ぷうぉふつぇがあやしいでしょうね。
SHORT800_3_2455	きょうとでのかしつも、ばいしょうがくにくわえます。
SHORT800_3_2456	ぺどぅかえうすわ、こんやくゆびわをわたしました。
SHORT800_3_2457	ひらやづくりのかおくに、ひーくぁんがすんでます。
SHORT800_3_2458	へんこうほうどうを、えう゛いぇんわうのみにしました。
SHORT800_3_2459	ぶぎょむわ、すくいずでらんなーをかえしました。
SHORT800_3_2460	にょろにょろぱんがふきゅうしました。
SHORT800_3_2461	みぇいくがえりに、めんぜいでくちべにでもかいます？
SHORT800_3_2462	しゃむわけんさんを、うずたかくつみあげました。
SHORT800_3_2463	げっかんしでちゅにじあのきじをみました。
SHORT800_3_2464	れっどかーどでばにゃっくがたいじょうです。
SHORT800_3_2465	はつのもくよくで、ぜるうぃがーもきんちょうしてます。
SHORT800_3_2466	どぅーくぅわ、どくしんりょくにたけてます。
SHORT800_3_2467	こうがをみたぞーう゛ぁわ、おどろきました。
SHORT800_3_2468	ちぇろきーわ、おとめごころがわからないです。
SHORT800_3_2469	ぐぃりむのこまくわだいじょうぶ？
SHORT800_3_2470	たぶんぶらうぃのいしゅがえしでしょうな。
SHORT800_3_2471	きゅーばでこうりゅうされました。
SHORT800_3_2472	てぃう゛ぉりのまちわ、ほめるところしかない。
SHORT800_3_2473	いじょふぉーが、せんぼうのまなざしでうぇいどをみました。
SHORT800_3_2474	てんさいが、こんふぃえんつぁにいるとききました。
SHORT800_3_2475	じぇう゛ぃえつきのじゅばくから、ときはなちましょう。
SHORT800_3_2476	ずびゃだうりのしっきわ、ぬりがはげてきてます。
SHORT800_3_2477	らぎゅーぬわことどころです。
SHORT800_3_2478	ぽんつぃおがかみのおつげをまってます。
SHORT800_3_2479	ばんしょないようわ、ぱでゅーかのりっちです。
SHORT800_3_2480	じぇしょっぷわ、ぴょっさすこでわたっといみぶんです。
SHORT800_3_2481	うぇばーがくつをみがくと、つやがでます。
SHORT800_3_2482	れぎぇにが、おぼろげにしずくをながめてます。
SHORT800_3_2483	あくぃなすわしゅようをてきしゅつしました。
SHORT800_3_2484	ぴっつぃにもくひをしいらないでください。
SHORT800_3_2485	でびゅーじの、ちんみょうなぎょうそうをみられました。
SHORT800_3_2486	らう゛ぃーにゅわ、ぶじてにゅあをしゅとくしました。
SHORT800_3_2487	いーぴゃおのいとがよめません。
SHORT800_3_2488	てゅりひがいれば、ばがなごみます。
SHORT800_3_2489	ふゅずぃりーあなら、ひょうそうをとれますか？
SHORT800_3_2490	どくりつどっぽを、びみょうにまげていきてます。
SHORT800_3_2491	くるしぇねくのぎだで、ぎゃくてんさよならです。
SHORT800_3_2492	しんぴうぇのけいれきに、ねつぞうがあると？
SHORT800_3_2493	ぎゃうのみゅーじっくわかくいつてきです。
SHORT800_3_2494	ぷぐぉんじゅのてっとうが、ろうきゅうかしています。
SHORT800_3_2495	じゅうぉんわはっこつをひろいました。
SHORT800_3_2496	りぇぎなわ、こつのよみをしりません。
SHORT800_3_2497	ふぁきゅえるわ、いやしいみぶんとひげする。
SHORT800_3_2498	みせのまえで、びぇーびぇーこどもがないてます。
SHORT800_3_2499	うぇうぇてなんごで、なんびょうになやまされます。
SHORT800_3_2500	しょくえんこうにゅうなら、とぅうぇんてです。
SHORT800_3_2501	ちらう゛ぇーにゃのじんこうぶんぷをずしする。
SHORT800_3_2502	たんれんが、きぇーざをたかみにいざなう。
SHORT800_3_2503	ぞくじんがきゅうきゅうしゃではこばれた。
SHORT800_3_2504	いぇりょーめんこわ、てんがいこどくときいた。
SHORT800_3_2505	ばやずぃととかぴっつぁが、そうぎする。
SHORT800_3_2506	ばるとうぉみぇいのぎゃぐでばくしょうした。
SHORT800_3_2507	ぐぇれーろわ、かませいぬにふかくをとった。
SHORT800_3_2508	こうがいのとちを、じゃこまっつぃがうりだす。
SHORT800_3_2509	けっきょく、う゛ぉでぃつぇのてんきもあめだった。
SHORT800_3_2510	ありぞなでかんぶつをおごってやろう。
SHORT800_3_2511	ひとづかいがあらいかいしゃから、じょぶちぇんじしたい。
SHORT800_3_2512	じっきょうわぶるひゃるとだとさ。
SHORT800_3_2513	みゅんひぇべるくのりょうりに、べにばなあぶらがあう。
SHORT800_3_2514	にゅひたんのほんみょうわごくひだ。
SHORT800_3_2515	う゛ぇるちぇっりのう゛ぉろんつぉふが、ぎゃぐでわらう。
SHORT800_3_2516	きょうのおるどぅにゃわ、おうからんまんだぜ。
SHORT800_3_2517	よだんだが、とりのなきごえがてょーてょーときこえる。
SHORT800_3_2518	うぃきくぉーとぷろじぇくとがうごくとさ。
SHORT800_3_2519	べっどふぉーどがふえをふく。
SHORT800_3_2520	きゅうひきのむしを、ちぇふぁがとらえた。
SHORT800_3_2521	せっちゅうあんとして、ぴっふぇろをえらぶ。
SHORT800_3_2522	どぅつぃあくのじっけんで、ろくびょうごとにまばたきする。
SHORT800_3_2523	どうめだるわ、りゅびーもふがかくとくした。
SHORT800_3_2524	どれいにまぎれて、すぃるぎぇーいがいるらしい。
SHORT800_3_2525	おたがい、ぐぃろがふせいかいだったな。
SHORT800_3_2526	まちゅぴちゅでかがくをぶつけた。
SHORT800_3_2527	う゛くつぇびっちをさがすなら、みゅてぃねれだろう。
SHORT800_3_2528	あこぴゃんつが、げんこうのますをうめる。
SHORT800_3_2529	はえあるしょうを、ぐぉーぐぁのきゅりーがじゅしょうした。
SHORT800_3_2530	こんすてぃてゅーしょんからめをそむける。
SHORT800_3_2531	ふぁしぃきのしゅびが、みょうにちぐはぐだ。
SHORT800_3_2532	いぇしぇぎゃむつぉのしょもつが、いんさつされた。
SHORT800_3_2533	あるてゅーるに、おんごくぶぎょうをおしえた。
SHORT800_3_2534	いいあんばいに、ぽりふぇのーるがふくまれる。
SHORT800_3_2535	みょーちょーみゃいんがひらてでうつ。
SHORT800_3_2536	ぬきえりのこーでぃねーとでもじみだな。
SHORT800_3_2537	でぃおにゅーそすが、しきじをのべた。
SHORT800_3_2538	えーみゃぴゅーがくるおしいほどすき。
SHORT800_3_2539	う゛ぁにゃのさいはいわみごとだった。
SHORT800_3_2540	まつさかぎゅうばかりたべ、きぇれわしたがこえた。
SHORT800_3_2541	しょむがかりわ、ちょぷとどぅいぇです。
SHORT800_3_2542	ぐぁるにえーりわ、ほにゅうびんのしゃふつをわすれない。
SHORT800_3_2543	ざざのふぁっしょんわとくちょうてきだね。
SHORT800_3_2544	つぃーくらーわ、びょうりがくでがくいをとった。
SHORT800_3_2545	うぉべわ、ぱわぽのすらいどをぎゃくじゅんにならべる。
SHORT800_3_2546	じぇとぅのしんぐをりにゅーあるしよう。
SHORT800_3_2547	つぁぷふぇんどるふでころび、ずがいこつがかんぼつした。
SHORT800_3_2548	ふぃでゅーしゃりーでゅーてぃーのせつめいをうけた。
SHORT800_3_2549	ぎいぇるものくんじわ、さぞやはなばなしかったろ？
SHORT800_3_2550	きゃっかんてきにみて、ぺれう゛ぇるぜふがあやしい。
SHORT800_3_2551	しぇーべのうわきについて、しゃべってもらおう。
SHORT800_3_2552	びゅじょるどよ、たづなをはなしてらくばするなよ。
SHORT800_3_2553	みゅらーが、でぶれつぇんのどこかにゆうへいされた。
SHORT800_3_2554	なんばーせぶんとして、びゃこばをくわえる。
SHORT800_3_2555	ひょくちぇにねぶみをまるなげした。
SHORT800_3_2556	くぃんたるわひきょうで、かちにへんきょうする。
SHORT800_3_2557	ふゅーちゅりてぃれーすのかちうまを、ふぁんがかこむ。
SHORT800_3_2558	あまってゃが、ろっつぉのいえにいそうろうしてるよ。
SHORT800_3_2559	きゃむがしゃとうをみてうれしそう。
SHORT800_3_2560	ゆうびんきょくのうけつけわ、しりあいのぐらどうぃんだ。
SHORT800_3_2561	だるいなら、いぇるこう゛ぃっちにみてもらいたまえ。
SHORT800_3_2562	らどさう゛りぇう゛ぃっちに、おふぁーをことわられた。
SHORT800_3_2563	じゅみょうでぺっとをなくし、くぅどぅんがしょんぼりする。
SHORT800_3_2564	さらいぇう゛ぉでのくらしがおわった。
SHORT800_3_2565	とぅとぅしゅがくないちょうをみあげてたろ？
SHORT800_3_2566	うぇるちのゆうしに、ぽすてゅーがかんげきした。
SHORT800_3_2567	ぱとぅではびこるあくひょうに、こころがくだけた。
SHORT800_3_2568	ちゃいうぉのえきしゃに、かたわれがくるの？
SHORT800_3_2569	ぴぇとしゃくにこーでゅろいのぱんつをかう。
SHORT800_3_2570	いとぅーにょのつくえに、ふぁーにゅのもけいをおく。
SHORT800_3_2571	とぅーしぇんえのあぽなら、でべつぃをとおすように。
SHORT800_3_2572	まにぴゅれーたーのめりっとを、しゅきにしめした。
SHORT800_3_2573	びょんどぅのちーむわつぶぞろいだ。
SHORT800_3_2574	ぐうぇんどりんわくちがすぎる。
SHORT800_3_2575	どるじぇぎぇるぽわ、からだにいわかんをおぼえた。
SHORT800_3_2576	いちょうがよわいまりーにょが、びふぃーなをのむ。
SHORT800_3_2577	じゅくのげっしゃわ、ふぁっつぃーににおさめるの？
SHORT800_3_2578	いんすてぃてゅーとがごかげつですたった。
SHORT800_3_2579	う゛ぇにゅーこう゛ぃあのけんきゅうしゃわ、げんえきだぜ。
SHORT800_3_2580	にゅーべりーが、しきそくぜくうのきょうちにいたる。
SHORT800_3_2581	でぇでらぼうがでたはいけいをしりたい。
SHORT800_3_2582	まあ、べつぃぐわてんねんだからな。
SHORT800_3_2583	まちあわせばしょが、ぐぅてぃんだとあざむかれた。
SHORT800_3_2584	ぽっつぃが、ぱわはらやせくはらをぞうおするわけわ？
SHORT800_3_2585	ふぃらでるふぃあでとくさつがぶーむだ。
SHORT800_3_2586	しゅてふぁにが、へやをちらかすのをやめさせなきゃ。
SHORT800_3_2587	くぁんうぇいのしょっぷなら、ふぇりうぇいもあつかうだろう。
SHORT800_3_2588	やすとしぇんびぇで、らぴすらずりをだっしゅされた。
SHORT800_3_2589	あよーでゃーで、きょかんをぞうせんちゅうらしい。
SHORT800_3_2590	せっぴょるわ、かくていしんこくにてまどった。
SHORT800_3_2591	このひっせきわ、ぎゃりすにまちがいない。
SHORT800_3_2592	どーびにぇわ、きびんなたいしょにていひょうがある。
SHORT800_3_2593	ぶでょんのふすくのばーわ、しまるのがはやい。
SHORT800_3_2594	ちぇるくぇってぃわ、ひゃくしょうをきわめる。
SHORT800_3_2595	かかりあじろで、てぃるどぅむをみた。
SHORT800_3_2596	へれつぇんのふてぎわで、すくりゅーがいたむ。
SHORT800_3_2597	びりぇーなをおとずれたこんせきが、いっさいないんだ。
SHORT800_3_2598	ひごろとちがうへいだんをせれくとし、ぎょっとされた。
SHORT800_3_2599	ひゅーいっしゅがりすとらをうながされた。
SHORT800_3_2600	ぷろいぇすきーにやぶれたが、せきはいであった。
SHORT800_4_2601	しゅわーつぇるのべんかいわ、じょうきをいっしてます。
SHORT800_4_2602	ひょくぐぉんわ、にくしみをぱわーにかえます。
SHORT800_4_2603	どぅびゅしーがせめれば、かくじつにせんせいできます。
SHORT800_4_2604	くぃんしーさん、きゅうかんびにあるこーるわだめです。
SHORT800_4_2605	まーぎゅりすわ、りゅうさをうかいします。
SHORT800_4_2606	がっとぅーぞがぞくかしました。
SHORT800_4_2607	ぼくわひゅーまのいどのでべろっぱーですよ。
SHORT800_4_2608	こえりょわ、ぎゃるぽにつぐじつりょくしゃです。
SHORT800_4_2609	ふぃねっりちゃんわたかびしゃなのね。
SHORT800_4_2610	きゃろるのらいう゛わ、よやくひっすです。
SHORT800_4_2611	ぐぁんほにたおるをしんていしました。
SHORT800_4_2612	ぞうごでよければ、てょでもでょでもよゆうなのです。
SHORT800_4_2613	こてゃえうむで、しゅううんがさかえてました。
SHORT800_4_2614	ぽうぃすわ、あつでのうぇあいちまいです。
SHORT800_4_2615	ぴぞーにぇまで、れいのひほうがとどきました。
SHORT800_4_2616	うぉにょんのやしきに、あかずのとびらがあります。
SHORT800_4_2617	いぇうぉんとのおもいでわ、かんがいぶかいものですわ。
SHORT800_4_2618	なんと、ろっぴゃくものにんずうをいんそつですか。
SHORT800_4_2619	まっしぃわ、ろがしょふつぃでりょしゅうにひたります。
SHORT800_4_2620	てるもぴゅれがかいめつしたって、でまですよね？
SHORT800_4_2621	くぁーちとくとぅぶわ、きゅうちのなかです。
SHORT800_4_2622	いぇれぶこさん、かたこりをほぐしましょう。
SHORT800_4_2623	ぷりゅどむをころすと、きょうはくがありました。
SHORT800_4_2624	ひょすくわ、あそびもげいのこやしとします。
SHORT800_4_2625	ふぇいぇしゅにわ、ふたりのけらいがいます。
SHORT800_4_2626	ちょうざめをいかしてりりーすしました。
SHORT800_4_2627	でぃるうぃんのつめが、ぐにゃぐにゃやわらかいです。
SHORT800_4_2628	たるくぇくのぴくちゃーをだしてください。
SHORT800_4_2629	ひょうしがりんくぅのざっしが、すれてやぶれてます。
SHORT800_4_2630	ふねで、まめでゃろふとふたりきりです。
SHORT800_4_2631	へりくつをやめるようちゅうこくします。
SHORT800_4_2632	みょうちょう、びてゅにあにゆきがまいました。
SHORT800_4_2633	でゅぼあわ、あまにしゅうぎょうしたいそうです。
SHORT800_4_2634	こうぶざせきにすわるのわ、いぇねーですね？
SHORT800_4_2635	あばんぎゃるどなりょうりを、しょくぜんにのぼします。
SHORT800_4_2636	しゅらいひゃーのしつげんにわ、ごうをにやしましたよ。
SHORT800_4_2637	ふみぇれーつきわ、とろーちでせきがおさまりました。
SHORT800_4_2638	むちぇどりぜのれう゛ぇるわ、ちゃんぷとそんしょくないです。
SHORT800_4_2639	ぐとう゛すきのあしに、ろーぷがからまります。
SHORT800_4_2640	からいすぃーびゃんをたべ、ぎぇーとこえがでました。
SHORT800_4_2641	ここわゆいしょあるびょういんです。
SHORT800_4_2642	てぃたうぃんでたいだにくらしたいな。
SHORT800_4_2643	しぇるたーのなかわ、あびきょうかんでした。
SHORT800_4_2644	はうぴぇつわ、はまきをしざーでかっとしました。
SHORT800_4_2645	どらう゛ぃーにゅのもくてきわ、たいきんせきぎょくです。
SHORT800_4_2646	じぇりーのけいりゃくが、あんしょうにのりあげます。
SHORT800_4_2647	りひゃるとがぴっつぃーにをけったのわ、ゆるせません。
SHORT800_4_2648	う゛ぃこがきゃくまに、かいがをかざります。
SHORT800_4_2649	つぇっひぇさん、いどみずをのみましょう。
SHORT800_4_2650	じょせつさぎょうを、でぇでぃっちもほさします。
SHORT800_4_2651	ふぁごっとのきょしょう、うぃてかーをおまねきしました。
SHORT800_4_2652	どびぇにあくにんがにげこみました。
SHORT800_4_2653	ふぁろーのげーみふぃけーしょんずきに、きもちがなえます。
SHORT800_4_2654	ざっしゅか、ぽーちゅぎーず、うぉーたーどっぐかも。
SHORT800_4_2655	いにぐぇすのきりょくがじぞくしてます。
SHORT800_4_2656	せみょーのう゛ぃっちにせまられると、びびりますね。
SHORT800_4_2657	あらたにびゃるなそんがかにゅうします。
SHORT800_4_2658	ぎゃっどのりょうぶんなら、くちなどはさめませぬ。
SHORT800_4_2659	さんばのふぉろーで、びじゃのこがうぶごえをあげました。
SHORT800_4_2660	さんじかんご、ぽりぇによしんがきました。
SHORT800_4_2661	ぺとるっつぃわ、ななめむかいのしゃこにいます。
SHORT800_4_2662	ふぉとぐらふぁーをどんきでめったうちですね。
SHORT800_4_2663	りゅぶののかわわ、おせんされてませんよ。
SHORT800_4_2664	うぃるちぇっくくん、とげをぬきましょう。
SHORT800_4_2665	んどぅーるのぶろまいどをてんぷしてください。
SHORT800_4_2666	しゃふぃくわ、けんにんふばつのかくごですかな？
SHORT800_4_2667	うぃどうぃどでげすいがにおい、ぎょっとしました。
SHORT800_4_2668	こどにぇに、すきやづくりのたてものがあります。
SHORT800_4_2669	ぐすたう゛わ、ふぇざーにあいじゃくがわきました。
SHORT800_4_2670	ねこがみぞにおち、みゃーみゃーたすけをもとめてます。
SHORT800_4_2671	きゅーうぇるわ、くさやがくさいとこうぎしました。
SHORT800_4_2672	うぉっかじゃあじわととのいませんよ？
SHORT800_4_2673	う゛ぜにつぁに、ぴったりのぶっけんをみつけたのです。
SHORT800_4_2674	う゛ぉーげるのさいひに、ふぃろそふぃーがためされます。
SHORT800_4_2675	ろずうぇるとぶつぶつこうかんしました。
SHORT800_4_2676	う゛ぇーりゃごあのたびで、せかいがひろがりました。
SHORT800_4_2677	みゅんつぇんべるくわ、けつれつをかいひできました。
SHORT800_4_2678	まくぎゃう゛らんに、べんぎをきょうよしました。
SHORT800_4_2679	ちょっけいごせんちのひょうが、ふゅるとでふりました。
SHORT800_4_2680	ぎゃぐのとらのまきを、びあじょとみます。
SHORT800_4_2681	ぴるつぁーも、ちかぢかほろびるでしょう。
SHORT800_4_2682	う゛ぁねっさわがしんしょうたんします。
SHORT800_4_2683	しいとでょんで、さいごをむかえました。
SHORT800_4_2684	とつじょぐぃっとひっぱられ、きょうふにふるえました。
SHORT800_4_2685	ぺっつぉるとわ、ちえのわをもてあそびます。
SHORT800_4_2686	しゃしんもしんしゅくじざいです。
SHORT800_4_2687	くぉっぱまきわほうまつこうほでしょう。
SHORT800_4_2688	ぐぅおあんわ、がってんづくですよね？
SHORT800_4_2689	ぺう゛ぇなーふのながあがりました。
SHORT800_4_2690	すうめいのべてらんがまざりました。
SHORT800_4_2691	ずぃきなに、げきのいみをおしえました。
SHORT800_4_2692	すぃーなーわ、もっきんのたつじんです。
SHORT800_4_2693	もっともひいでるのわ、う゛ぃにゃーとです。
SHORT800_4_2694	てるつぁーぎのしゃみせんわずぬけてます。
SHORT800_4_2695	きぇしぇくわきょうゆになれました。
SHORT800_4_2696	ひょんぴょのさむぎょぷさるで、はらがふくれました。
SHORT800_4_2697	いぇすぱーのまつろわ、ざんぎょうじごくです。
SHORT800_4_2698	おわびをかねて、しょくじにしょうたいいたします。
SHORT800_4_2699	つぃぷらすをおとしいれたのわ、うぇーどです。
SHORT800_4_2700	じゅれっぷを、ちぇけっちにとどけてください。
SHORT800_4_2701	よがまっとに、ぐぉりゃんがふせる。
SHORT800_4_2702	いぇうへんがぼつぜんと、せきをたったろ？
SHORT800_4_2703	でぃゆどねわ、どひょうにあがれません。
SHORT800_4_2704	う゛ぁうくぇるがたくわえた、どきゅうのとみがうばわれた。
SHORT800_4_2705	ぷりゅどにこふわ、くさったう゛ぁっふぇるをくった。
SHORT800_4_2706	あうぉにいをさがすならびぇるにだね。
SHORT800_4_2707	こうきゅうなちゃばにふさわしいうつわを、しゅみでかう。
SHORT800_4_2708	みょふぇと、よじかんもとなりあいつかれた。
SHORT800_4_2709	いぇけのきこなしわおしゃれで、かつさんこうになった。
SHORT800_4_2710	いぇぬーふぁけのはいすいこうがはれつした。
SHORT800_4_2711	ひょじゅわ、ざいむりじにしめいされた。
SHORT800_4_2712	う゛ぃるじゅいふに、にのべきじょうをおしえる。
SHORT800_4_2713	きゃすうぇるのがいろじゅに、わかばがしげる。
SHORT800_4_2714	ぐぇるつぉーにわ、ひびしゅぎょうをおこなう。
SHORT800_4_2715	わしのはんりょわぎゃりーだけだ。
SHORT800_4_2716	いぬぶえをひゅーひゅーならしても、みみにひびかない。
SHORT800_4_2717	う゛ぉぺんかのいのちわ、う゛らーんげりしだいだ。
SHORT800_4_2718	あざのいみが、しぇるう゛ぇいにわわからぬ。
SHORT800_4_2719	あずぃずぃをじゅさんみにじょする。
SHORT800_4_2720	ぺっつぁーつぇで、しょうぎのこまをなくした。
SHORT800_4_2721	へやがむしており、ぎぇるてぃふがあつそう。
SHORT800_4_2722	ちぇりゃーびんすくで、かみなりがひかってる。
SHORT800_4_2723	はなしわ、じぇにう゛ぉるたのえにぇあまにしてくれ。
SHORT800_4_2724	じってを、けいじのぴくとぐらむにしたいのだ。
SHORT800_4_2725	ほそいろじで、びゅーびゅーびるかぜがふく。
SHORT800_4_2726	きゅぷらーどののおてなみを、はいけんしたい。
SHORT800_4_2727	すてゅむぱろすのぎろんが、ふんきゅうした。
SHORT800_4_2728	ぱぴぇーどぅいどおりに、ひゃくをこえたひとがあつまる。
SHORT800_4_2729	にゅーずうぃーくを、ざるつぃあがかいしめた。
SHORT800_4_2730	ぐぅらーとわ、じさつをはかった。
SHORT800_4_2731	てょみゅるたむで、かじうちするか。
SHORT800_4_2732	ちゅうきぷらんわ、うぉうどぅんにおまかせあれ。
SHORT800_4_2733	うぃれむときゅーざっくが、ぎょせんにのる。
SHORT800_4_2734	こんいんで、とぅーひぇんばっはにいんぞくがふえた。
SHORT800_4_2735	ふぇりどぅんわ、しょうけいのまなざしをぎゅすたう゛にむける。
SHORT800_4_2736	あるひ、とうさんがちゃぱつにそめた。
SHORT800_4_2737	けいしゅくぱーてぃのししゅつわ、ひゃくまんえんだ。
SHORT800_4_2738	ほかにも、じゃまなやつわはいじょする。
SHORT800_4_2739	ばとぅふちなわ、いくじにつかれた。
SHORT800_4_2740	わきやくだが、こびりぇのどらまにしゅつえんした。
SHORT800_4_2741	ぎょくちぇんわ、きょうぞめよりえどぞめがすきだ。
SHORT800_4_2742	とびらのさきから、ぎゅんしぇのう゛ぉーかるがきこえる。
SHORT800_4_2743	くぅとぐぅのこすうを、びょうどうにしなきゃ。
SHORT800_4_2744	るきぇをほっとくとわ、いぇしゅけもはくじょうだな。
SHORT800_4_2745	う゛ぁりゅいのふてきなえみがぶきみだ。
SHORT800_4_2746	うでょんがぞうちくし、おやとにせたいですむ。
SHORT800_4_2747	ばってぃふぉっろでばっとうわ、げんきんだぞ？
SHORT800_4_2748	きょだいなそしきに、ひかりとやみわつきものだ。
SHORT800_4_2749	どぅぶらう゛かのこーぱすぶんわ、てんいむほうだ。
SHORT800_4_2750	でゅばにーたーでぃふわ、ごりむちゅうでぼんやりしてる。
SHORT800_4_2751	ちょっとしたみすで、くぉーがふてくされちゃった？
SHORT800_4_2752	それいしぃのこわ、あるてゅるににている。
SHORT800_4_2753	あまりのしょっくで、ぴゅーりすわこしをぬかした。
SHORT800_4_2754	といにこたえたら、うぇふぁーをあげる。
SHORT800_4_2755	ぴゃとにつきーわ、ちゅうしゃをおそれにげた。
SHORT800_4_2756	こざーくぃが、じょうごをぐぐってさがす。
SHORT800_4_2757	ぎょくてゅるくのざいほうに、ぎわくがたかまる。
SHORT800_4_2758	にゅーうぇいわげしに、しゅにっつぇるをくう。
SHORT800_4_2759	くぃんくてぃうすが、てっぺきのふじんをくずす。
SHORT800_4_2760	みぇんじふとで、へんしたいがみつかった。
